kingdom	phylum	cls	order	family	genus	species	common_name	filepath	class
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	caudicalis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/caudicalis/49d99be7-324b-40a7-85fd-d95750f8ab01.png	Pterostichus caudicalis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	ferreum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/ferreum/66befef2-e3f4-403c-81b0-c91a4fef248f.png	Agonum ferreum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	ferreum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/ferreum/aab1b72e-dfad-4d05-83ef-b216661c6a88.png	Agonum ferreum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Habroscelimorpha	dorsalis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Habroscelimorpha/dorsalis/d387a0fe-2c36-481f-9c1e-81d4ee843d5f.png	Habroscelimorpha dorsalis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Brachinus	elongatulus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Brachinus/elongatulus/a18b747b-f6b5-4e60-a844-bddf6e55611f.png	Brachinus elongatulus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Habroscelimorpha	dorsalis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Habroscelimorpha/dorsalis/765694cb-43a0-4279-a0dc-1f355e051a6a.png	Habroscelimorpha dorsalis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia	ocellata		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/ocellata/a5b9f951-29e9-4cbf-8bfa-b46f0dd945c3.png	Cicindelidia ocellata
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	rectangula		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/rectangula/9bf27870-95e7-48a9-9267-7c2b9218891c.png	Amara rectangula
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	anthracinus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/anthracinus/8bb39b5d-5ad8-4626-b92f-943cec8c71a6.png	Anisodactylus anthracinus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Micratopus			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Micratopus/36388e0a-bee4-494f-933f-bbfe6dd4f724.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cymindis	limbata		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cymindis/limbata/de46db6b-8e8e-453b-b1b0-3248aeb694ed.png	Cymindis limbata
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Paraclivina	ferrea		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Paraclivina/ferrea/130da061-eb0c-4e0e-950c-085fa171d43d.png	Paraclivina ferrea
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Clivina	dentipes		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Clivina/dentipes/1226731f-2abe-4f8c-8a55-ae3bbbfaca1c.png	Clivina dentipes
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia	sedecimpunctata		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/sedecimpunctata/019abd7f-3664-4a94-99ec-eab2a5e59c87.png	Cicindelidia sedecimpunctata
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Apenes			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Apenes/7c382c16-962f-48ae-a80e-c70632a80ce9.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Notiophilus	biguttatus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Notiophilus/biguttatus/612153d4-269f-453b-8921-541167b70df4.png	Notiophilus biguttatus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Galerita			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Galerita/b550daad-2407-46b1-8ddc-0a3d53a8392c.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Galerita			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Galerita/579d860e-3cf3-4ab5-b67b-6f564c82d8af.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Galerita			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Galerita/629b4ce3-8fe2-41c9-a104-ad9198fe4076.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Galerita			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Galerita/0e519eee-f71e-47b1-97e9-659444c194dd.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	pensylvanicus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/8b335c23-9430-4e07-90d2-9cb45433bb12.png	Harpalus pensylvanicus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Omophron	americanum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Omophron/americanum/8b7523a9-c5a6-4795-89d6-5d30b1d87ff7.png	Omophron americanum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	placidum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/placidum/f5006fd6-46af-453c-9ec6-4ae390bd7b59.png	Agonum placidum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	placidum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/placidum/20e4a583-5552-49fe-ad5d-0cd969ee78ce.png	Agonum placidum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	placidum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/placidum/fafb9e2b-b674-40d8-8cc0-197f16b44c80.png	Agonum placidum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia	sedecimpunctata		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/sedecimpunctata/fa77a17a-1b8c-4e4f-bfde-58caffcc6b37.png	Cicindelidia sedecimpunctata
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Lebia	pumila		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/pumila/0670a6c7-35f2-49e5-9197-dd6e96699b5b.png	Lebia pumila
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphropus	incurvus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphropus/incurvus/3b1e8364-7ab7-49c5-bc59-6052a13d39e6.png	Elaphropus incurvus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphropus	incurvus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphropus/incurvus/032696a8-4ad4-49e1-ad46-60847ece59e9.png	Elaphropus incurvus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	retractum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/retractum/58a96cdd-ad22-473d-b999-8f7428de07b7.png	Agonum retractum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphropus	anceps		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphropus/anceps/f4ef8062-f286-44ad-a867-da70d4e8f38d.png	Elaphropus anceps
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Elaphropus	anceps		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphropus/anceps/0fe2e5c3-67ec-4248-9e25-a48c0a37b0a7.png	Elaphropus anceps
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tachyta	angulata		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tachyta/angulata/0db3b066-ae09-4ee5-b3f8-d29f7c7a33e8.png	Tachyta angulata
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	somnulentus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/somnulentus/bc72568a-3068-4a1c-a56b-74fd8aab27df.png	Harpalus somnulentus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	pensylvanicus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/aa0879c6-1889-45d9-bdec-94c6455dff7d.png	Harpalus pensylvanicus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Poecilus	chalcites		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/chalcites/7f61dbc3-1d85-4eed-ba67-b92368d1d6ae.png	Poecilus chalcites
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	fidele		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/fidele/527a17c1-8921-41be-a699-7150c4058541.png	Agonum fidele
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	pensylvanicus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/b921fa47-7da9-4dc9-b61b-227881afc9b2.png	Harpalus pensylvanicus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	pensylvanicus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/19243fb8-d51d-44d5-948d-cc0dd70a14cd.png	Harpalus pensylvanicus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Badister	micans		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Badister/micans/3cab71ff-5693-4b6a-9725-85ccf1c39e13.png	Badister micans
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Badister	reflexus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Badister/reflexus/0b399888-c2d6-41e5-a712-c7d3272726db.png	Badister reflexus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Trichotichnus	dichrous		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Trichotichnus/dichrous/77353324-989a-423b-8053-54b2e1bf10a9.png	Trichotichnus dichrous
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia	nigrocoerulea		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/nigrocoerulea/1a3be92c-bfd5-4bdd-af05-de6382435130.png	Cicindelidia nigrocoerulea
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Goniotropis	kuntzeni		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Goniotropis/kuntzeni/6591baef-c9fc-4db4-86d7-52787008f9d8.png	Goniotropis kuntzeni
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Goniotropis	kuntzeni		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Goniotropis/kuntzeni/ac13a9cf-b3e8-4588-9ba5-af96f64ea709.png	Goniotropis kuntzeni
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Lebia	bitaeniata		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/bitaeniata/0e198b17-d51e-4e98-b61f-3cfb89494925.png	Lebia bitaeniata
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia	sedecimpunctata		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/sedecimpunctata/d3de629f-6554-4bb7-b632-81895d609264.png	Cicindelidia sedecimpunctata
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Colliuris	pensylvanica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Colliuris/pensylvanica/3918164c-90d2-466c-a68b-a1c50986e384.png	Colliuris pensylvanica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia	ocellata		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/ocellata/b1af2438-8b3f-4711-986a-01beb11df0a3.png	Cicindelidia ocellata
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Colliuris	pensylvanica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Colliuris/pensylvanica/49589a9e-fbc6-4255-81c6-7deb8efba42b.png	Colliuris pensylvanica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Colliuris	pensylvanica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Colliuris/pensylvanica/cea0c27e-bfc1-4490-b5f6-12854ebb10dd.png	Colliuris pensylvanica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Scarites	subterraneus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/ba8bf987-8d69-4127-a884-b61b79982933.png	Scarites subterraneus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Scarites	subterraneus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/4bdc06fa-2e97-4b83-8f7e-7f6b11a4d5a9.png	Scarites subterraneus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Chlaenius			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/5e24004b-5d77-4774-8d07-e9f9429f7a59.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	ferreum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/ferreum/308f3f15-9425-4119-a2e1-6d38116566d3.png	Agonum ferreum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	ferreum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/ferreum/88f69940-008f-4bec-a23a-10e1b34d24da.png	Agonum ferreum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	rostratus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/rostratus/353a63f9-1ecb-47f1-a7dc-7c21b3fce613.png	Pterostichus rostratus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	diligendus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/diligendus/3e8017a8-8811-4a30-a134-22032f170150.png	Pterostichus diligendus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Trechus	apicalis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Trechus/apicalis/b4fd69d5-fc0b-49c3-b0cc-f7892c938a44.png	Trechus apicalis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Nebria	lacustris		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Nebria/lacustris/dc5afc8a-4f83-4a7e-a519-54dc01a6c823.png	Nebria lacustris
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Nebria	lacustris		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Nebria/lacustris/60d03f92-4690-4314-bfc9-1ae832d0116d.png	Nebria lacustris
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	pensylvanicus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/1c41de5f-4a5c-40d4-bcd7-748594df45ef.png	Harpalus pensylvanicus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	tristis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/tristis/7a8ece5a-2650-40c1-974a-320fdca73a92.png	Pterostichus tristis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	tristis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/tristis/bcb8126a-8fe6-46a3-a2ab-22e9ce4e763f.png	Pterostichus tristis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Habroscelimorpha	dorsalis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Habroscelimorpha/dorsalis/c42df845-a561-482b-bb15-549110f49c1d.png	Habroscelimorpha dorsalis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Habroscelimorpha	dorsalis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Habroscelimorpha/dorsalis/2da496e8-0b8a-4d91-8134-09688b57a29d.png	Habroscelimorpha dorsalis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Habroscelimorpha	dorsalis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Habroscelimorpha/dorsalis/654740eb-9a65-4ebc-91b0-6593a036186d.png	Habroscelimorpha dorsalis
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Lebia	miranda		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/miranda/d3ce89a0-7c62-4627-9faf-cf82a4a60cfd.png	Lebia miranda
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Lebia	scapula		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Lebia/scapula/8946fbe3-eac0-4f91-b208-a61e5581bd55.png	Lebia scapula
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Apenes	nebulosa		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Apenes/nebulosa/d49e461e-1ad6-4ac5-bf37-3df643312af5.png	Apenes nebulosa
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Abaris	splendidula		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Abaris/splendidula/dd4a1dc1-b495-45cb-aba3-d3dcb1f7ae83.png	Abaris splendidula
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Oxycrepis	intercepta		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Oxycrepis/intercepta/01c5373f-27d3-4944-af3e-6a9c3c116134.png	Oxycrepis intercepta
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Poecilus	diplophryus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Poecilus/diplophryus/873dc9ca-afc7-4d92-b3f8-14551608d7a4.png	Poecilus diplophryus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Stenolophus	lineola		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Stenolophus/lineola/ea70f0e4-58c3-4225-978f-e6e6b662bf99.png	Stenolophus lineola
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Stenomorphus	sinaloae		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Stenomorphus/sinaloae/fc2d568a-f1f1-4323-8756-0a8a2536e85c.png	Stenomorphus sinaloae
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dicaelus	purpuratus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dicaelus/purpuratus/6f8acfbd-0c5c-4ef0-8bc8-6072d26d786c.png	Dicaelus purpuratus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dicaelus	purpuratus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dicaelus/purpuratus/92bdf921-6bc7-4b98-b16f-7785d4ca1f03.png	Dicaelus purpuratus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dicaelus	purpuratus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dicaelus/purpuratus/3ce27165-7667-41b2-9406-0df233e5425f.png	Dicaelus purpuratus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dicaelus	purpuratus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dicaelus/purpuratus/2479a080-97ca-4a6c-9392-85564ce7d2b0.png	Dicaelus purpuratus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dicaelus	purpuratus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dicaelus/purpuratus/198feba8-6d17-4046-9a34-c074176a83a1.png	Dicaelus purpuratus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Galerita			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Galerita/aeee0e1c-455d-44af-853f-0b64d9635786.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Galerita			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Galerita/fd7d9e5b-ac89-46ac-bda9-16255f6be15a.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Galerita			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Galerita/6fd4b205-1882-4759-b23e-a0566e493ecb.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Galerita			Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Galerita/9fedaf33-4de6-460f-9d9a-5df8729d96ff.png	
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Opisthius	richardsoni		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Opisthius/richardsoni/9e5baed3-1741-42df-ba6c-4d96fee55fb4.png	Opisthius richardsoni
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Xestonotus	lugubris		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Xestonotus/lugubris/dbaf6c62-09d6-4a76-bfaf-55fbdc8de392.png	Xestonotus lugubris
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	pensylvanicus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/pensylvanicus/3ff34e7d-a3bd-4a99-a9ec-dcae74ecd813.png	Harpalus pensylvanicus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	semistriatum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/semistriatum/33c7a89c-322c-48a1-8291-d8a4bbc3e2f4.png	Bembidion semistriatum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Scaphinotus	petersi		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scaphinotus/petersi/f9db874b-a587-461a-835b-5e1519ef804c.png	Scaphinotus petersi
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dicaelus	suffusus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dicaelus/suffusus/6b19731b-579f-4cf1-8230-30e74e000686.png	Dicaelus suffusus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Chlaenius	circumcinctus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/circumcinctus/985a88f3-9e47-4cb5-9132-6580beca7f6e.png	Chlaenius circumcinctus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Acupalpus	pauperculus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Acupalpus/pauperculus/aaf748a7-7333-4474-ad1d-e84f49ee2c33.png	Acupalpus pauperculus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonum	melanarium		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/melanarium/34cb9e4f-17fa-450c-8e4b-fd1779619706.png	Agonum melanarium
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Dyschirius	dejeanii		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Dyschirius/dejeanii/fb8d0101-f8a1-454a-a9b7-6344f1f88708.png	Dyschirius dejeanii
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion	americanum		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/americanum/a206ae14-2dd8-4a70-a1cf-22e74170b02c.png	Bembidion americanum
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia	rufiventris		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/rufiventris/0c051d1d-99a9-4f93-909f-974ad63e39c8.png	Cicindelidia rufiventris
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia	rufiventris		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindelidia/rufiventris/d9404d15-ff37-4cfe-be86-7582739e705f.png	Cicindelidia rufiventris
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/6b77c4be-dfc3-42b4-8c41-87b87ebdf162.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/9cbed355-7ed8-4f79-989e-f89dce1d422c.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/ae9b65ca-21b4-41cf-a1f9-1a045260aced.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/db316718-ab1e-46bc-a286-5c18178179cb.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/a999886f-196c-48da-9fe6-84072f03963f.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/0610704d-388f-4dfa-9241-0a6c689d49ae.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/f9e89b8d-ce13-496e-9a60-11accf3388c4.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/00304b6e-8560-487e-9809-7282ece6df7a.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/caf89711-9c6d-48a3-b32c-0aa5d8999f3a.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Tetracha	virginica		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/virginica/6658d3d4-508f-4f3e-90ea-c5455f6af0d3.png	Tetracha virginica
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Anisodactylus	rusticus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/rusticus/2c996771-7450-4401-80c0-e3b12217421a.png	Anisodactylus rusticus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Scarites	subterraneus		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/6b0c3cbb-8489-4a92-8978-0607ff033695.png	Scarites subterraneus
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agonoleptus	rotundicollis		Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonoleptus/rotundicollis/9f166d89-4647-41dc-b654-09736a9f7bed.png	Agonoleptus rotundicollis
